clase;forma-del-sombrero;superficie-del-sombrero;color-del-sombrero;lastimaduras;olor;union-laminas;separacion-laminas;tamano-laminas;color-laminas;forma-tallo;raiz-tallo;superficie-tallo-arriba-del-anillo;superficie-tallo-debajo-del-anillo;color-tallo-arriba-del-anillo;color-tallo-debajo-del-anillo;tipo-de-velo;color-del-velo;numero-de-anillos;tipo-de-anillos;color-impresion-de-esporas;poblacion;habitat
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Urbano
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Urbano
Venenoso;Plana;Lisa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Plana;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Plana;Lisa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Urbano
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Hierbas
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Urbano
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Hierbas
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Venenoso;Convexa;Escamosa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Venenoso;Convexa;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Blanco;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Urbano
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Plana;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Blanco;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Plana;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Caminos
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Abundante;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Venenoso;Plana;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Hierbas
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Caminos
Comestible;Convexa;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Venenoso;Plana;Escamosa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Blanco;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Venenoso;Plana;Escamosa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
